,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ethnicity,sex,feature_0,country,state,date,outcome,predicted_outcome,sensitive_0,age
58,58,58,58,2,2,2,US,US,1994-01-01,0.809258553506972,0.7820416587513994,0,2
59,59,59,59,2,2,2,US,US,1994-01-01,0.7222969983451977,0.4839866047810747,1,4
60,60,60,60,2,2,2,US,US,1994-01-01,0.8443500640684096,0.939184175530392,1,3
61,61,61,61,2,2,1,US,US,1994-01-01,0.7941039199978605,0.140109259297832,1,5
62,62,62,62,2,2,1,US,US,1994-01-01,0.8930305258404239,0.9654733807449892,1,3
63,63,63,63,2,2,1,US,US,1994-01-01,0.4695448171162726,0.9173619806513598,0,5
64,64,64,64,2,2,1,US,US,1994-01-01,0.6648503454497992,0.9536812652106864,1,4
65,65,65,65,2,2,2,US,US,1994-01-01,0.5613357775638597,0.7747177888882988,1,4
66,66,66,66,2,2,2,US,US,1994-01-01,0.3294442462092509,0.4385035488417809,0,3
67,67,67,67,2,2,2,US,US,1994-01-01,0.552029266514236,0.3164715373246449,1,3
68,68,68,68,2,2,2,US,US,1994-01-01,0.5406893535583974,0.7676653814543191,1,4
69,69,69,69,2,2,3,US,US,1994-01-01,0.937249424589277,0.7061269810904482,0,4
70,70,70,70,2,2,1,US,US,1994-01-01,0.1182280960811553,0.8827307381572296,0,3
71,71,71,71,2,2,1,US,US,1994-01-01,0.5707243496390917,0.3727326722736683,0,4
72,72,72,72,2,2,2,US,US,1994-01-01,0.8865571991459742,0.5020810755212101,1,5
73,73,73,73,2,2,1,US,US,1994-01-01,0.8867611597608112,0.3984313169428807,1,5
74,74,74,74,2,2,1,US,US,1994-01-01,0.1524464920845738,0.1668030021964495,0,6
75,75,75,75,2,2,2,US,US,1994-01-01,0.0948514563674086,0.2729662723261847,0,6
76,76,76,76,2,2,1,US,US,1994-01-01,0.8851209100015065,0.926120605646265,1,3
77,77,77,77,2,2,1,US,US,1994-01-01,0.0847617354691953,0.1494352960571166,0,2
78,78,78,78,2,2,2,US,US,1994-01-01,0.4161447946806019,0.8639841057284743,1,4
79,79,79,79,2,2,1,US,US,1994-01-01,0.2819089877862777,0.5686230369329722,0,2
80,80,80,80,2,2,2,US,US,1994-01-01,0.4286408051066681,0.0653429111513277,0,2
81,81,81,81,2,2,2,US,US,1994-01-01,0.970360746780882,0.7095362870441904,1,5
82,82,82,82,2,2,1,US,US,1994-01-01,0.6249840279212002,0.6016235136275787,0,6
83,83,83,83,2,2,2,US,US,1994-01-01,0.7484511015517421,0.6188564353169688,0,3
84,84,84,84,2,2,1,US,US,1994-01-01,0.9216245724776682,0.9782595874924512,0,5
85,85,85,85,2,2,2,US,US,1994-01-01,0.549197142522147,0.6530996744288886,1,2
86,86,86,86,2,2,2,US,US,1994-01-01,0.023262294433108,0.6511254957080588,1,3
87,87,87,87,2,2,2,US,US,1994-01-01,0.6088168797983622,0.8169629419294542,0,7
88,88,88,88,2,2,1,US,US,1994-01-01,0.3881781073471591,0.4258173902101274,1,4
89,89,89,89,2,2,2,US,US,1994-01-01,0.2185564101141537,0.6633763440751286,1,2
90,90,90,90,2,2,2,US,US,1994-01-01,0.7358847609131298,0.7709994695694424,1,4
91,91,91,91,2,2,2,US,US,1994-01-01,0.4750417012259018,0.8962275441333419,1,5
92,92,92,92,2,2,2,US,US,1994-01-01,0.7982736550354713,0.2152946296807098,0,4
93,93,93,93,2,2,1,US,US,1994-01-01,0.6714145756361836,0.5753328875042474,1,5
94,94,94,94,2,2,2,US,US,1994-01-01,0.3458666648937288,0.5263389910085756,0,3
95,95,95,95,2,2,1,US,US,1994-01-01,0.8792437027623321,0.7382706840408997,0,4
96,96,96,96,2,2,3,US,US,1994-01-01,0.8227557148688104,0.0235514121280015,1,3
97,97,97,97,2,2,2,US,US,1994-01-01,0.8984244959142471,0.6818773169888948,0,3
98,98,98,98,2,2,1,US,US,1994-01-01,0.5361670691715354,0.4148112663363649,1,4
99,99,99,99,2,2,1,US,US,1994-01-01,0.2361782308529816,0.2662950160382222,1,2
100,100,100,100,2,2,1,US,US,1994-01-01,0.4372158946700747,0.5347673634471735,0,2
101,101,101,101,2,2,2,US,US,1994-01-01,0.698300492249587,0.5757818415992022,0,6
102,102,102,102,2,2,1,US,US,1994-01-01,0.9795502602729612,0.2391686529611431,1,3
103,103,103,103,2,2,1,US,US,1994-01-01,0.523221596873622,0.6760570888720361,0,3
104,104,104,104,2,2,1,US,US,1994-01-01,0.1747426414610148,0.8313399204011207,0,3
105,105,105,105,2,2,1,US,US,1994-01-01,0.7145614263001757,0.7755976102079241,0,2
106,106,106,106,2,2,1,US,US,1994-01-01,0.9159973646223604,0.4185833706002564,0,7
107,107,107,107,2,2,1,US,US,1994-01-01,0.1694962236896438,0.4473163405882254,0,5
108,108,108,108,2,2,1,US,US,1994-01-01,0.7900728573548583,0.5324916960234087,1,3
109,109,109,109,2,2,2,US,US,1994-01-01,0.8774976104758169,0.4074696009086228,0,4
110,110,110,110,2,2,1,US,US,1994-01-01,0.7679112781370213,0.1187435690890241,1,3
111,111,111,111,2,2,2,US,US,1994-01-01,0.7806341976480464,0.0165847726954026,1,2
112,112,112,112,2,2,1,US,US,1994-01-01,0.5060479223853289,0.0239686889250405,1,3
113,113,113,113,2,2,1,US,US,1994-01-01,0.6008333907275785,0.9252660924114116,0,2
114,114,114,114,2,2,2,US,US,1994-01-01,0.9552649646328292,0.6503777980025134,1,3
115,115,115,115,2,2,2,US,US,1994-01-01,0.3487790783291443,0.6112039359392663,0,4
116,116,116,116,2,2,2,US,US,1994-01-01,0.7319122825594111,0.9754081255095656,1,3
117,117,117,117,2,2,1,US,US,1994-01-01,0.1499083146761958,0.9484022199078213,1,4
118,118,118,118,2,2,1,US,US,1994-01-01,0.7666629842819866,0.9670584810475702,1,5
119,119,119,119,2,2,1,US,US,1994-01-01,0.2549901214677078,0.8549667999240891,0,5
120,120,120,120,2,2,2,US,US,1994-01-01,0.7436312618669598,0.9623750352567008,0,5
121,121,121,121,2,2,1,US,US,1994-01-01,0.5164536149396171,0.5288531791455631,0,4
122,122,122,122,2,2,1,US,US,1994-01-01,0.9276311719329804,0.8553957863762542,1,3
123,123,123,123,2,2,1,US,US,1994-01-01,0.8488508979823424,0.9802390415761127,0,2
124,124,124,124,2,2,2,US,US,1994-01-01,0.4157881503831075,0.9220431678242348,0,2
125,125,125,125,2,2,1,US,US,1994-01-01,0.4498549610333093,0.9123129569887728,1,4
126,126,126,126,2,2,2,US,US,1994-01-01,0.5193868954732627,0.6167635215970177,0,5
127,127,127,127,2,2,2,US,US,1994-01-01,0.6069141896534705,0.9091766928474564,1,2
128,128,128,128,2,2,1,US,US,1994-01-01,0.62416266688474,0.8266446264227274,1,3
129,129,129,129,2,2,1,US,US,1994-01-01,0.9695208315096236,0.021473438524798,0,3
130,130,130,130,2,2,2,US,US,1994-01-01,0.6965072916369696,0.4678608948464171,1,3
131,131,131,131,2,2,2,US,US,1994-01-01,0.9298155071567114,0.1216241235059069,1,4
132,132,132,132,2,2,2,US,US,1994-01-01,0.316311391363459,0.9845585031062304,0,2
133,133,133,133,2,2,1,US,US,1994-01-01,0.7710145349579347,0.7712948766747597,1,2
134,134,134,134,2,2,1,US,US,1994-01-01,0.526688745052905,0.6425392869033506,0,3
135,135,135,135,2,2,2,US,US,1994-01-01,0.3063980995784683,0.8493424922222286,1,2
136,136,136,136,2,2,1,US,US,1994-01-01,0.3725129757401185,0.0160761284233746,0,6
137,137,137,137,2,2,2,US,US,1994-01-01,0.760696391219015,0.5538980921188228,1,3
138,138,138,138,2,2,2,US,US,1994-01-01,0.894042448649496,0.202421959551605,0,5
139,139,139,139,2,2,1,US,US,1994-01-01,0.5836802126201194,0.2668922648143694,0,3
140,140,140,140,2,2,2,US,US,1994-01-01,0.8992992848444974,0.9417393583806104,1,4
141,141,141,141,2,2,1,US,US,1994-01-01,0.6641650154539782,0.5818953809055203,1,4
142,142,142,142,2,2,1,US,US,1994-01-01,0.2387128602889022,0.3997360288528301,1,4
143,143,143,143,2,2,1,US,US,1994-01-01,0.5664572494777955,0.8287955597875125,0,2
144,144,144,144,2,2,1,US,US,1994-01-01,0.9042418960815252,0.7812478004808273,1,5
145,145,145,145,2,2,1,US,US,1994-01-01,0.1349661761682094,0.5927540989779776,1,3
146,146,146,146,2,2,1,US,US,1994-01-01,0.8309622309282982,0.6934322335988994,0,5
147,147,147,147,2,2,2,US,US,1994-01-01,0.6625776419531306,0.2779394736168538,0,4
148,148,148,148,2,2,3,US,US,1994-01-01,0.8243723001426146,0.5747813745537509,1,2
149,149,149,149,2,2,1,US,US,1994-01-01,0.9969453952651128,0.7843947687513115,0,5
150,150,150,150,2,2,2,US,US,1994-01-01,0.455006093485348,0.966557061469098,1,4
151,151,151,151,2,2,2,US,US,1994-01-01,0.0629415318502252,0.6926189538431149,0,6
152,152,152,152,2,2,2,US,US,1994-01-01,0.0055023141484435,0.7115648232471593,0,3
153,153,153,153,2,2,1,US,US,1994-01-01,0.06522118617757,0.7658469566485545,0,2
154,154,154,154,2,2,1,US,US,1994-01-01,0.7148035254115185,0.4731782018366454,0,2
155,155,155,155,2,2,1,US,US,1994-01-01,0.1148697942603041,0.4028929981501648,0,5
156,156,156,156,2,2,2,US,US,1994-01-01,0.9121143050292846,0.2759775286265026,0,4
157,157,157,157,2,2,1,US,US,1994-01-01,0.5498703367129354,0.9751481776034632,0,2
158,158,158,158,2,2,2,US,US,1994-01-01,0.6751393310746426,0.7671530820058527,0,3
159,159,159,159,2,2,1,US,US,1994-01-01,0.5758918816816363,0.9471533020514656,0,4
160,160,160,160,2,2,2,US,US,1994-01-01,0.86404013790096,0.7870877963726775,1,2
161,161,161,161,2,2,1,US,US,1994-01-01,0.5349475191921045,0.103559050947554,1,2
162,162,162,162,2,2,1,US,US,1994-01-01,0.8749969417457713,0.7937435984814345,0,4
163,163,163,163,2,2,3,US,US,1994-01-01,0.8028436521194068,0.5709070636689484,0,3
164,164,164,164,2,2,1,US,US,1994-01-01,0.5166463111939785,0.3621649766908897,0,6
165,165,165,165,2,2,2,US,US,1994-01-01,0.9692915887924484,0.0015054638016949,1,4
166,166,166,166,2,2,2,US,US,1994-01-01,0.5762039736730895,0.7588461381078178,1,3
167,167,167,167,2,2,1,US,US,1994-01-01,0.8415409694991616,0.0544934704721979,0,4
168,168,168,168,2,2,2,US,US,1994-01-01,0.7412933398290265,0.9729373462420572,0,4
169,169,169,169,2,2,2,US,US,1994-01-01,0.2067969318476046,0.5795862375377232,1,5
170,170,170,170,2,2,1,US,US,1994-01-01,0.2775311357052253,0.6875448242071672,1,5
171,171,171,171,2,2,2,US,US,1994-01-01,0.0718737257622378,0.4077551448732752,1,5
172,172,172,172,2,2,1,US,US,1994-01-01,0.5348940024989374,0.7138397857995271,1,5
173,173,173,173,2,2,3,US,US,1994-01-01,0.4315111874430415,0.7459947911606735,0,3
174,174,174,174,2,2,1,US,US,1994-01-01,0.1692941202900026,0.6680259098111223,1,5
175,175,175,175,2,2,1,US,US,1994-01-01,0.0066683066901067,0.8129625469505999,1,3
176,176,176,176,2,2,2,US,US,1994-01-01,0.7205353453553713,0.9880754603159412,0,3
177,177,177,177,2,2,2,US,US,1994-01-01,0.6994218005057578,0.1523047166597582,0,3
178,178,178,178,2,2,2,US,US,1994-01-01,0.1243576239408985,0.5913751494846011,1,3
179,179,179,179,2,2,1,US,US,1994-01-01,0.6351335757095642,0.8185737053501463,1,3
180,180,180,180,2,2,1,US,US,1994-01-01,0.9083090720410942,0.9235467840181982,1,6
181,181,181,181,2,2,2,US,US,1994-01-01,0.8278869555946771,0.9984153241889638,0,4
182,182,182,182,2,2,1,US,US,1994-01-01,0.6727614032037061,0.7651065003094655,1,4
183,183,183,183,2,2,1,US,US,1994-01-01,0.6281211921471324,0.802401167522329,1,5
184,184,184,184,2,2,1,US,US,1994-01-01,0.6680197174222899,0.2738726472198346,1,5
185,185,185,185,2,2,1,US,US,1994-01-01,0.1916561976575804,0.3593702886813338,0,3
186,186,186,186,2,2,2,US,US,1994-01-01,0.7027644786918077,0.046489540855192,0,3
187,187,187,187,2,2,2,US,US,1994-01-01,0.0536019099595346,0.8994477980698619,1,3
188,188,188,188,2,2,2,US,US,1994-01-01,0.1221582564736417,0.455315446373597,1,3
189,189,189,189,2,2,1,US,US,1994-01-01,0.8555601433917981,0.4243122708186458,0,6
190,190,190,190,2,2,2,US,US,1994-01-01,0.6342551416971849,0.9749604832085924,0,2
191,191,191,191,2,2,1,US,US,1994-01-01,0.5147526879217962,0.8668873764440661,1,3
192,192,192,192,2,2,2,US,US,1994-01-01,0.5456011713468856,0.5156072776660808,0,2
193,193,193,193,2,2,1,US,US,1994-01-01,0.9999036539104872,0.6006606435931036,0,2
194,194,194,194,2,2,1,US,US,1994-01-01,0.1377287985574531,0.978559076300352,1,4
195,195,195,195,2,2,2,US,US,1994-01-01,0.061272994515589,0.1714620631848341,0,6
196,196,196,196,2,2,2,US,US,1994-01-01,0.6596114585728963,0.744813780723699,1,5
197,197,197,197,2,2,1,US,US,1994-01-01,0.8978557100397337,0.9378265530120816,1,4
198,198,198,198,2,2,1,US,US,1994-01-01,0.5314294481173221,0.085923686203979,0,5
199,199,199,199,2,2,1,US,US,1994-01-01,0.5463846725838438,0.5383113998191804,0,6
200,200,200,200,2,2,3,US,US,1994-01-01,0.8182258966075391,0.4823131879324192,1,4
201,201,201,201,2,2,2,US,US,1994-01-01,0.5617307783338469,0.9700293643095176,0,4
202,202,202,202,2,2,1,US,US,1994-01-01,0.7907889571070538,0.438014270776197,1,5
203,203,203,203,2,2,2,US,US,1994-01-01,0.6689113150196015,0.3016462394213278,0,3
204,204,204,204,2,2,1,US,US,1994-01-01,0.2005849671365842,0.6920490328275608,0,3
205,205,205,205,2,2,1,US,US,1994-01-01,0.5749912325474955,0.7609196367261537,1,6
206,206,206,206,2,2,1,US,US,1994-01-01,0.3467430681865845,0.7298544779246022,0,4
207,207,207,207,2,2,1,US,US,1994-01-01,0.175916527501005,0.6369583362954204,1,3
208,208,208,208,2,2,2,US,US,1994-01-01,0.4790994257849137,0.8558235741865801,1,2
209,209,209,209,2,2,1,US,US,1994-01-01,0.5420109187845121,0.64547650164663,0,4
210,210,210,210,2,2,2,US,US,1994-01-01,0.6195481262847529,0.9905656780779828,0,6
211,211,211,211,2,2,2,US,US,1994-01-01,0.6395254193800112,0.7002141234992934,0,4
212,212,212,212,2,2,2,US,US,1994-01-01,0.3359259092767426,0.0473479668282124,0,2
213,213,213,213,2,2,1,US,US,1994-01-01,0.6336432207626994,0.3797836844845856,0,4
214,214,214,214,2,2,1,US,US,1994-01-01,0.94463477739713,0.625841787006373,0,4
215,215,215,215,2,2,2,US,US,1994-01-01,0.0340172767962843,0.5889140248659676,0,4
216,216,216,216,2,2,1,US,US,1994-01-01,0.222554645011465,0.8866398350199061,0,7
217,217,217,217,2,2,1,US,US,1994-01-01,0.3117739860084735,0.8660987307333585,1,7
218,218,218,218,2,2,1,US,US,1994-01-01,0.7848259084624615,0.6042419127062811,0,2
219,219,219,219,2,2,1,US,US,1994-01-01,0.1009451023068659,0.7099402199899778,0,4
220,220,220,220,2,2,1,US,US,1994-01-01,0.9084944289687432,0.9381443075747046,0,4
221,221,221,221,2,2,2,US,US,1994-01-01,0.9860419583751447,0.7788853183055071,1,3
222,222,222,222,2,2,2,US,US,1994-01-01,0.3814128924829099,0.9920951984714388,0,4
223,223,223,223,2,2,2,US,US,1994-01-01,0.346650866711209,0.9826520674068228,1,2
224,224,224,224,2,2,1,US,US,1994-01-01,0.5891957138658384,0.3900550419387006,0,4
225,225,225,225,2,2,2,US,US,1994-01-01,0.0579707025007652,0.1744813035490148,1,6
226,226,226,226,2,2,1,US,US,1994-01-01,0.1969983826268525,0.7038203621978181,0,5
227,227,227,227,2,2,1,US,US,1994-01-01,0.8663749056851565,0.788280162676019,0,5
228,228,228,228,2,2,2,US,US,1994-01-01,0.6154435970722911,0.4071319237143755,0,4
229,229,229,229,2,2,1,US,US,1994-01-01,0.80624748109908,0.329747977916992,1,3
230,230,230,230,2,2,2,US,US,1994-01-01,0.6296801106495493,0.5898144441742562,1,2
231,231,231,231,2,2,1,US,US,1994-01-01,0.3780854079145171,0.1571815642357387,1,4
232,232,232,232,2,2,2,US,US,1994-01-01,0.7472138888244599,0.453116801105254,0,2
233,233,233,233,2,2,1,US,US,1994-01-01,0.467280934785489,0.6907348325994749,0,3
234,234,234,234,2,2,1,US,US,1994-01-01,0.945837759055635,0.3199724080933519,1,5
235,235,235,235,2,2,1,US,US,1994-01-01,0.639799236522933,0.0397405241696836,1,4
236,236,236,236,2,2,1,US,US,1994-01-01,0.1529098307423388,0.6448964934555366,0,5
237,237,237,237,2,2,2,US,US,1994-01-01,0.2409148186171022,0.5440810859783256,0,4
238,238,238,238,2,2,2,US,US,1994-01-01,0.7243714097313976,0.7658340248372009,0,4
239,239,239,239,2,2,1,US,US,1994-01-01,0.5103262241671447,0.4043033321024755,1,7
240,240,240,240,2,2,1,US,US,1994-01-01,0.8532663216594645,0.709999628389564,1,3
241,241,241,241,2,2,1,US,US,1994-01-01,0.3588642140283892,0.6939211503456093,1,3
242,242,242,242,2,2,2,US,US,1994-01-01,0.9943970973519184,0.9643891498162664,1,3
243,243,243,243,2,2,1,US,US,1994-01-01,0.6820095743340588,0.967962862936374,1,3
244,244,244,244,2,2,1,US,US,1994-01-01,0.5959948580335672,0.7026040052408764,1,2
245,245,245,245,2,2,2,US,US,1994-01-01,0.0224666336810848,0.9068887932480512,1,3
246,246,246,246,2,2,1,US,US,1994-01-01,0.0648182846602525,0.6501815448444668,0,3
247,247,247,247,2,2,1,US,US,1994-01-01,0.947925840174282,0.2362795618457009,0,4
248,248,248,248,2,2,1,US,US,1994-01-01,0.8069068498647267,0.8730268728328094,1,5
249,249,249,249,2,2,2,US,US,1994-01-01,0.1003951723494574,0.6269083079526545,0,2
250,250,250,250,2,2,1,US,US,1994-01-01,0.4639799279534993,0.114954142187028,1,3
251,251,251,251,2,2,1,US,US,1994-01-01,0.5485129775018868,0.4744242873301613,1,4
252,252,252,252,2,2,1,US,US,1994-01-01,0.1792153545165045,0.0176821661067921,1,3
253,253,253,253,2,2,2,US,US,1994-01-01,0.7131967056790688,0.3143739391531526,0,3
254,254,254,254,2,2,2,US,US,1994-01-01,0.5791955394978066,0.8266148789794778,1,2
255,255,255,255,2,2,1,US,US,1994-01-01,0.2022031484255872,0.8301333033834202,1,6
256,256,256,256,2,2,2,US,US,1994-01-01,0.4425500462950023,0.718958487624493,0,2
257,257,257,257,2,2,2,US,US,1994-01-01,0.8956586103657831,0.3817978107240788,1,6
258,258,258,258,2,2,1,US,US,1994-01-01,0.6386488559716583,0.061204610986955,0,2
259,259,259,259,2,2,1,US,US,1994-01-01,0.5370537470042952,0.1201095814116402,1,6
260,260,260,260,2,2,1,US,US,1994-01-01,0.6649948442571143,0.2292423088497833,0,5
261,261,261,261,2,2,1,US,US,1994-01-01,0.9699708445679583,0.9160557498021344,0,5
262,262,262,262,2,2,2,US,US,1994-01-01,0.7164897949496744,0.5652147690300613,1,2
263,263,263,263,2,2,2,US,US,1994-01-01,0.6844362994369344,0.3191471549304882,0,3
264,264,264,264,2,2,3,US,US,1994-01-01,0.7865254875481494,0.5325943985969543,1,3
265,265,265,265,2,2,2,US,US,1994-01-01,0.1837579857347979,0.5268756463400801,1,3
266,266,266,266,2,2,1,US,US,1994-01-01,0.8856007405447988,0.4877381701670261,1,2
267,267,267,267,2,2,1,US,US,1994-01-01,0.1698473808420085,0.9805033681600844,0,3
268,268,268,268,2,2,1,US,US,1994-01-01,0.6234918547151695,0.6411693867741312,0,6
269,269,269,269,2,2,2,US,US,1994-01-01,0.9576724784662268,0.9521026360075217,1,2
270,270,270,270,2,2,2,US,US,1994-01-01,0.952229529064692,0.0971455268307597,0,5
271,271,271,271,2,2,2,US,US,1994-01-01,0.7308278704373243,0.5298710848972545,0,6
272,272,272,272,2,2,2,US,US,1994-01-01,0.5940916646415171,0.8562042892447754,0,2
273,273,273,273,2,2,1,US,US,1994-01-01,0.1622396566458113,0.5345240461370202,1,3
274,274,274,274,2,2,2,US,US,1994-01-01,0.6303855495511119,0.5747059339818924,1,2
275,275,275,275,2,2,1,US,US,1994-01-01,0.9315539711256082,0.1431378385564996,0,4
276,276,276,276,2,2,2,US,US,1994-01-01,0.301412814849032,0.5786927204294248,0,6
277,277,277,277,2,2,2,US,US,1994-01-01,0.858558024992029,0.8974822304386321,0,5
278,278,278,278,2,2,2,US,US,1994-01-01,0.6725034615708927,0.2329537552376391,1,3
279,279,279,279,2,2,2,US,US,1994-01-01,0.8417375631747046,0.4173307512988208,0,2
280,280,280,280,2,2,1,US,US,1994-01-01,0.4738714536974864,0.5877223965719691,1,4
281,281,281,281,2,2,2,US,US,1994-01-01,0.712136131956493,0.0416838996770627,1,4
282,282,282,282,2,2,2,US,US,1994-01-01,0.2946579457971204,0.5894661266927743,0,3
283,283,283,283,2,2,1,US,US,1994-01-01,0.7584911395971015,0.4182258558246502,0,7
284,284,284,284,2,2,2,US,US,1994-01-01,0.9866378355935704,0.9122441647624148,0,7
285,285,285,285,2,2,2,US,US,1994-01-01,0.5285465439733104,0.2122258511959755,0,3
286,286,286,286,2,2,2,US,US,1994-01-01,0.4136472799098493,0.6719523098245647,0,3
287,287,287,287,2,2,2,US,US,1994-01-01,0.0596821515759806,0.4881005577704622,0,2
288,288,288,288,2,2,1,US,US,1994-01-01,0.723142726477058,0.3170639196157161,1,5
289,289,289,289,2,2,2,US,US,1994-01-01,0.5977487071609436,0.2247787221550399,1,4
290,290,290,290,2,2,2,US,US,1994-01-01,0.9069793456120772,0.0177655362975506,1,6
291,291,291,291,2,2,2,US,US,1994-01-01,0.6143001156953556,0.7910997000439842,1,5
292,292,292,292,2,2,2,US,US,1994-01-01,0.5597648251657892,0.6411610872307766,0,4
293,293,293,293,2,2,1,US,US,1994-01-01,0.0751977350098772,0.9188893381997608,1,6
294,294,294,294,2,2,3,US,US,1994-01-01,0.1543405099245174,0.5696754785870987,0,5
295,295,295,295,2,2,2,US,US,1994-01-01,0.5802686135041024,0.9532896568604108,0,3
