date,ethnicity,sex,age,sensitive_0,feature_0,predicted_outcome,recorded_outcome
1994-01-01,2,2,5,0,3,0.9560660607388144,0.5155340844555604
1994-01-01,2,2,3,1,1,0.790356606697227,0.1302809536093105
1994-01-01,2,2,3,0,1,0.6163431894464404,0.1188735956319119
1994-01-01,2,2,2,0,2,0.8733488153882483,0.7432974554400065
1994-01-01,2,2,2,0,2,0.8888845087773538,0.7793110282808553
1994-01-01,2,2,3,1,1,0.0791044208925448,0.916865434657798
1994-01-01,2,2,6,1,1,0.4573574987245115,0.6358476422925804
1994-01-01,2,2,4,0,2,0.7324674273614132,0.8707047762876197
1994-01-01,2,2,6,1,1,0.8898833310444726,0.3149594079310172
1994-01-01,2,2,3,0,1,0.618739109994133,0.9366045990902429
1994-01-01,2,2,3,1,2,0.6662901348588381,0.0533536205024618
1994-01-01,2,2,4,0,2,0.9768485596458264,0.0428040791868365
1994-01-01,2,2,4,1,2,0.8289075365749026,0.3057705027071473
1994-01-01,2,2,5,1,1,0.8864389152507709,0.09005319773342
1994-01-01,2,2,4,0,2,0.8441871716103145,0.245413810272667
1994-01-01,2,2,4,0,2,0.1984579769517463,0.3057059497616679
1994-01-01,2,2,6,0,2,0.1454406907812775,0.8375625059812898
1994-01-01,2,2,6,1,1,0.2517017135048349,0.6771901716158362
1994-01-01,2,2,4,0,1,0.8375175634546859,0.4083549556243369
1994-01-01,2,2,7,1,2,0.5030139428266489,0.7020694725578251
1994-01-01,2,2,4,1,1,0.5437038713264114,0.520485831748361
1994-01-01,2,2,4,0,1,0.6733973601067798,0.0088132202954183
1994-01-01,2,2,4,0,2,0.458026681283002,0.1883977106021794
1994-01-01,2,2,3,1,1,0.7455952404872918,0.4700124815528381
1994-01-01,2,2,4,0,1,0.4419802373558401,0.6804722588136389
1994-01-01,2,2,2,0,2,0.6802118597268549,0.4184121114832348
1994-01-01,2,2,3,1,1,0.3833749654239153,0.3909206882192497
1994-01-01,2,2,2,1,2,0.7106000285850063,0.3244503016657232
1994-01-01,2,2,5,0,1,0.6090177197747373,0.2586461526124891
1994-01-01,2,2,4,0,1,0.4831413921093416,0.8601978096774046
