date,ethnicity,sex,age,sensitive_0,feature_0,predicted_outcome
1994-01-01,2,2,3,1,2,0.0253439603407528
1994-01-01,2,2,4,0,2,0.4523937830626193
1994-01-01,2,2,3,1,1,0.7064639510078078
1994-01-01,2,2,4,0,1,0.8986138678361866
1994-01-01,2,2,4,0,1,0.9270617800303452
1994-01-01,2,2,5,0,1,0.5557975037882927
1994-01-01,2,2,3,0,2,0.7929207553142206
1994-01-01,2,2,7,1,2,0.8290472236038787
1994-01-01,2,2,4,1,3,0.9944413600003212
1994-01-01,2,2,5,1,2,0.448399397819549
1994-01-01,2,2,3,0,1,0.654383186920285
1994-01-01,2,2,4,1,1,0.2418181950572691
1994-01-01,2,2,3,1,1,0.7514043991048684
1994-01-01,2,2,7,0,2,0.7724512272725129
1994-01-01,2,2,6,1,2,0.5949451313763939
1994-01-01,2,2,4,0,2,0.6508215645596194
1994-01-01,2,2,7,1,2,0.1268355401152187
1994-01-01,2,2,4,0,1,0.1749749177132896
1994-01-01,2,2,3,1,2,0.2169267104070043
1994-01-01,2,2,3,0,1,0.3363362098551302
1994-01-01,2,2,4,1,2,0.0314061285337105
1994-01-01,2,2,6,0,2,0.954661549607158
1994-01-01,2,2,2,1,2,0.9972659524933226
1994-01-01,2,2,4,0,2,0.8122920896831923
1994-01-01,2,2,4,1,1,0.0683320003948279
1994-01-01,2,2,3,1,2,0.8112192098635218
1994-01-01,2,2,3,0,2,0.4269253043162578
1994-01-01,2,2,6,1,1,0.6847748267721736
1994-01-01,2,2,3,0,2,0.8909295401262096
1994-01-01,2,2,4,1,2,0.9673583167792856
1994-01-01,2,2,4,1,2,0.1490879393524024
1994-01-01,2,2,6,0,2,0.0825043790848587
1994-01-01,2,2,3,1,1,0.7264111787518472
1994-01-01,2,2,2,1,2,0.2512491498891077
1994-01-01,2,2,3,0,2,0.8931491347173874
1994-01-01,2,2,2,1,2,0.9650418659447186
1994-01-01,2,2,5,0,2,0.5096967235070129
1994-01-01,2,2,5,0,1,0.3326928336312608
1994-01-01,2,2,2,0,3,0.0434847525967282
1994-01-01,2,2,4,0,2,0.7924770089650335
1994-01-01,2,2,3,0,2,0.6277977897650665
1994-01-01,2,2,2,0,1,0.5860760198785218
1994-01-01,2,2,6,0,2,0.6323848864052006
1994-01-01,2,2,2,0,2,0.7585891048871706
1994-01-01,2,2,6,0,1,0.6913204587341688
1994-01-01,2,2,5,0,1,0.8616795482596458
1994-01-01,2,2,3,1,1,0.024171496870986
1994-01-01,2,2,3,1,1,0.943364893814444
1994-01-01,2,2,5,1,1,0.0142839714969545
1994-01-01,2,2,3,0,2,0.8276859610685048
1994-01-01,2,2,4,0,1,0.9051216944319156
1994-01-01,2,2,7,0,2,0.7510440690856376
1994-01-01,2,2,2,1,2,0.1742187661967317
1994-01-01,2,2,6,1,3,0.640212972549124
1994-01-01,2,2,6,0,2,0.0111833359752857
1994-01-01,2,2,6,0,2,0.5643655288774928
1994-01-01,2,2,3,1,1,0.7627270193796649
1994-01-01,2,2,3,0,1,0.1088510772029982
1994-01-01,2,2,3,0,1,0.3232001027335713
1994-01-01,2,2,6,1,2,0.7870232680961065
1994-01-01,2,2,7,1,1,0.4433608478940201
1994-01-01,2,2,5,1,1,0.9741836452182532
1994-01-01,2,2,2,0,2,0.4588297002998183
1994-01-01,2,2,3,0,2,0.8408494102975894
1994-01-01,2,2,5,1,2,0.8116676174592772
1994-01-01,2,2,3,0,2,0.807925036752562
1994-01-01,2,2,6,0,1,0.6178653905566831
1994-01-01,2,2,4,1,2,0.9795356205726456
1994-01-01,2,2,4,1,1,0.5233809336962121
1994-01-01,2,2,6,0,2,0.0327802817699105
1994-01-01,2,2,3,0,1,0.4544408567515191
1994-01-01,2,2,3,1,2,0.3667051225307301
1994-01-01,2,2,5,0,2,0.432711497327132
1994-01-01,2,2,3,1,2,0.1327784231635547
1994-01-01,2,2,4,1,2,0.5640326001515964
1994-01-01,2,2,3,0,1,0.7244175025117929
1994-01-01,2,2,4,0,1,0.3154772941081153
1994-01-01,2,2,4,1,2,0.6229669393656967
1994-01-01,2,2,6,0,2,0.2672948467550913
1994-01-01,2,2,4,0,1,0.7460745083618987
1994-01-01,2,2,3,1,1,0.1242857850354103
1994-01-01,2,2,4,1,1,0.8263914038471609
1994-01-01,2,2,3,1,2,0.4662098981042694
1994-01-01,2,2,4,0,1,0.8400592526659436
1994-01-01,2,2,7,1,2,0.3144278138885499
1994-01-01,2,2,4,0,2,0.5231161748629403
1994-01-01,2,2,4,0,2,0.724765532982816
1994-01-01,2,2,4,0,2,0.1081114084575034
1994-01-01,2,2,3,1,1,0.648120976295032
1994-01-01,2,2,3,0,1,0.050203218188814
1994-01-01,2,2,6,1,2,0.5525222362610208
1994-01-01,2,2,4,1,1,0.5448383374048176
1994-01-01,2,2,3,0,1,0.4801720366244496
1994-01-01,2,2,2,0,1,0.2186192320896204
1994-01-01,2,2,2,1,2,0.5299143507811808
1994-01-01,2,2,3,0,1,0.5914213940875457
1994-01-01,2,2,4,1,1,0.6395524209706086
1994-01-01,2,2,3,0,2,0.2670969206038001
1994-01-01,2,2,4,1,1,0.3625975257157781
1994-01-01,2,2,4,1,2,0.785447166894744
1994-01-01,2,2,6,0,2,0.1690102438126769
1994-01-01,2,2,5,1,1,0.4727589120766414
1994-01-01,2,2,3,1,1,0.6568109463472798
1994-01-01,2,2,4,1,3,0.9509831338692514
1994-01-01,2,2,2,1,1,0.2724897596808824
1994-01-01,2,2,2,1,2,0.7568260986544385
1994-01-01,2,2,6,1,2,0.63052998578693
1994-01-01,2,2,3,1,2,0.5861066096088614
1994-01-01,2,2,3,0,2,0.1802941989072993
1994-01-01,2,2,5,1,1,0.8690796246140915
1994-01-01,2,2,5,0,2,0.5272762974264837
1994-01-01,2,2,3,0,1,0.5772611323524568
1994-01-01,2,2,2,1,2,0.7216026963583362
1994-01-01,2,2,4,0,1,0.0494222158966722
1994-01-01,2,2,5,0,3,0.7623429975079266
1994-01-01,2,2,2,0,1,0.7233321889666868
1994-01-01,2,2,6,0,1,0.7180627400331824
1994-01-01,2,2,3,0,2,0.5042414948657163
1994-01-01,2,2,4,0,2,0.6782392710076348
1994-01-01,2,2,4,0,1,0.0871031253211552
1994-01-01,2,2,4,0,1,0.3357872502568728
1994-01-01,2,2,7,0,2,0.5071219418201278
1994-01-01,2,2,3,1,1,0.9316453932495324
1994-01-01,2,2,2,0,1,0.8544909149055282
1994-01-01,2,2,3,1,2,0.944797209332522
1994-01-01,2,2,4,0,2,0.6675133374022841
1994-01-01,2,2,6,1,2,0.719338440019706
1994-01-01,2,2,4,1,1,0.7349616049354508
1994-01-01,2,2,4,1,2,0.7701899071824845
1994-01-01,2,2,4,1,2,0.2862911593637619
1994-01-01,2,2,5,1,2,0.3016875346457912
1994-01-01,2,2,6,0,1,0.3852567536913489
1994-01-01,2,2,5,1,1,0.6593789137019366
1994-01-01,2,2,3,0,2,0.8740405475856936
1994-01-01,2,2,2,1,1,0.9073745694321228
1994-01-01,2,2,3,0,1,0.7486785038227819
1994-01-01,2,2,3,0,2,0.2662391284478971
1994-01-01,2,2,3,0,1,0.8184601149451554
1994-01-01,2,2,4,1,1,0.7681904060873747
1994-01-01,2,2,3,1,2,0.7631169259644102
1994-01-01,2,2,6,0,1,0.2478002177768863
1994-01-01,2,2,3,0,2,0.7343622380019893
1994-01-01,2,2,2,0,1,0.5432404516136435
1994-01-01,2,2,6,0,1,0.2482006751167467
1994-01-01,2,2,4,1,1,0.4582791721743703
1994-01-01,2,2,4,1,1,0.945009473713614
1994-01-01,2,2,5,0,1,0.7721722692765244
1994-01-01,2,2,3,1,1,0.7889236669319208
1994-01-01,2,2,3,1,2,0.1807876024676597
1994-01-01,2,2,3,1,1,0.1843058206051643
1994-01-01,2,2,7,0,1,0.7024319216778596
1994-01-01,2,2,4,1,2,0.8136945750896845
1994-01-01,2,2,5,0,1,0.6116486530506815
1994-01-01,2,2,7,0,2,0.9873029000038284
1994-01-01,2,2,4,1,2,0.5338168833111787
1994-01-01,2,2,5,0,2,0.5997377675017015
1994-01-01,2,2,5,1,2,0.2393462962879683
1994-01-01,2,2,4,1,1,0.8328216049788597
1994-01-01,2,2,2,1,1,0.423143526139095
1994-01-01,2,2,5,1,1,0.1135219307853225
1994-01-01,2,2,7,0,1,0.2878546742861317
1994-01-01,2,2,5,0,2,0.752539238371589
1994-01-01,2,2,4,0,2,0.9666692372019428
1994-01-01,2,2,3,1,1,0.8960272109174185
1994-01-01,2,2,3,1,2,0.6501111812886435
1994-01-01,2,2,2,1,2,0.309638226112966
1994-01-01,2,2,7,1,2,0.0605867206980524
1994-01-01,2,2,2,0,2,0.2963718972363107
1994-01-01,2,2,3,1,1,0.9458951268877832
1994-01-01,2,2,4,0,1,0.3505904264390406
1994-01-01,2,2,3,0,3,0.3660013146963639
1994-01-01,2,2,2,0,2,0.5808450832252001
1994-01-01,2,2,3,1,2,0.445855354546863
1994-01-01,2,2,4,1,1,0.526595775238513
1994-01-01,2,2,4,1,1,0.3080992960322904
1994-01-01,2,2,4,1,2,0.5887046514232765
1994-01-01,2,2,6,1,2,0.2573751584676738
1994-01-01,2,2,4,1,1,0.5865832220561469
1994-01-01,2,2,6,1,2,0.3411772696903279
1994-01-01,2,2,4,1,1,0.8676271000207245
1994-01-01,2,2,2,0,2,0.3841826783544301
1994-01-01,2,2,4,0,2,0.9448969878541268
1994-01-01,2,2,4,0,1,0.1934513939040976
1994-01-01,2,2,3,0,2,0.1729614541410843
1994-01-01,2,2,5,0,1,0.3678786458742664
1994-01-01,2,2,3,0,2,0.5718014747025406
1994-01-01,2,2,4,1,2,0.2185661273463355
1994-01-01,2,2,2,0,1,0.1566694827023771
1994-01-01,2,2,2,1,1,0.0144458033181139
1994-01-01,2,2,5,1,2,0.1182829502171035
1994-01-01,2,2,4,0,2,0.2789355069999027
1994-01-01,2,2,6,1,2,0.4459824932876396
1994-01-01,2,2,3,0,1,0.7305863083982234
1994-01-01,2,2,5,0,1,0.6401247855388871
1994-01-01,2,2,6,1,2,0.8544036583200506
1994-01-01,2,2,2,1,2,0.4538371334907068
1994-01-01,2,2,6,0,2,0.8091681730268115
1994-01-01,2,2,3,1,2,0.8141923507675672
1994-01-01,2,2,5,1,2,0.7969471966581817
1994-01-01,2,2,4,0,1,0.5812539336153419
1994-01-01,2,2,4,1,2,0.8533363513239154
1994-01-01,2,2,3,0,1,0.5241993140776948
1994-01-01,2,2,4,1,2,0.6417342367477277
1994-01-01,2,2,2,1,1,0.9374726766424764
1994-01-01,2,2,4,0,2,0.6345311306514847
1994-01-01,2,2,4,1,1,0.773456658815584
1994-01-01,2,2,5,1,2,0.2301757153842552
1994-01-01,2,2,4,0,1,0.59194863805504
1994-01-01,2,2,6,1,1,0.0188037037398468
1994-01-01,2,2,2,0,2,0.5565749913708501
1994-01-01,2,2,2,0,2,0.5077935007983627
1994-01-01,2,2,7,0,2,0.517408950016967
1994-01-01,2,2,6,1,2,0.7593430018842973
1994-01-01,2,2,2,1,2,0.6429915450086083
1994-01-01,2,2,4,1,2,0.3032757323040459
1994-01-01,2,2,7,0,1,0.0732544743575235
1994-01-01,2,2,2,0,1,0.5087777862356024
1994-01-01,2,2,2,0,1,0.9271374995244828
1994-01-01,2,2,5,1,1,0.0243665657747597
1994-01-01,2,2,5,1,2,0.749077236836932
1994-01-01,2,2,3,0,2,0.2281715990310903
1994-01-01,2,2,6,0,1,0.0999192281878045
1994-01-01,2,2,4,0,2,0.0084316243442765
1994-01-01,2,2,3,1,1,0.2675383590885803
1994-01-01,2,2,7,0,2,0.9149081613739932
1994-01-01,2,2,4,1,2,0.0525692232716328
1994-01-01,2,2,3,1,2,0.2277153835050104
1994-01-01,2,2,4,1,2,0.4452078374881643
1994-01-01,2,2,4,1,2,0.8209065075858311
1994-01-01,2,2,4,1,2,0.7715148902285955
1994-01-01,2,2,6,1,2,0.5657758455537167
1994-01-01,2,2,2,0,1,0.7399159999092422
1994-01-01,2,2,4,0,2,0.8272032165693606
1994-01-01,2,2,3,1,1,0.9731555782119072
1994-01-01,2,2,7,0,1,0.4851960034730297
1994-01-01,2,2,3,1,2,0.3369900291854434
1994-01-01,2,2,4,1,2,0.7244437083047917
1994-01-01,2,2,4,0,1,0.404232571789511
1994-01-01,2,2,4,0,1,0.4321702240553769
1994-01-01,2,2,3,0,1,0.3955980046194723
1994-01-01,2,2,2,1,2,0.3912606484717155
1994-01-01,2,2,3,1,2,0.1987807020220267
1994-01-01,2,2,2,0,2,0.3926761105950931
1994-01-01,2,2,4,0,2,0.6988185032138032
1994-01-01,2,2,4,1,1,0.5956411346060675
1994-01-01,2,2,3,0,1,0.9788185775512088
1994-01-01,2,2,5,0,2,0.2525744120104007
1994-01-01,2,2,6,0,2,0.7094357241105786
1994-01-01,2,2,4,1,1,0.6301673497993685
1994-01-01,2,2,6,0,1,0.4112921946238881
1994-01-01,2,2,4,1,1,0.018760676959975
1994-01-01,2,2,4,0,1,0.4646494970734646
1994-01-01,2,2,7,0,2,0.1673676201258127
1994-01-01,2,2,7,1,1,0.928692761305664
1994-01-01,2,2,3,0,1,0.629228775371818
1994-01-01,2,2,4,1,2,0.2208346982297213
1994-01-01,2,2,7,0,2,0.2589152503029602
1994-01-01,2,2,6,1,2,0.2738202959809146
1994-01-01,2,2,5,0,1,0.7386306029977862
1994-01-01,2,2,4,0,1,0.5937435380168141
1994-01-01,2,2,2,1,1,0.8458527555412332
1994-01-01,2,2,7,1,2,0.7942039984905691
1994-01-01,2,2,4,0,1,0.2861200814408557
1994-01-01,2,2,5,1,1,0.91751443343782
1994-01-01,2,2,5,1,2,0.106842245290157
1994-01-01,2,2,4,0,1,0.5494540535233896
1994-01-01,2,2,2,0,1,0.9072186161166692
1994-01-01,2,2,3,0,1,0.8274810845037551
1994-01-01,2,2,4,0,2,0.8900761291763313
1994-01-01,2,2,3,1,2,0.030974835767329
1994-01-01,2,2,4,0,2,0.2070340643676262
1994-01-01,2,2,3,1,2,0.0243928561574288
1994-01-01,2,2,3,0,2,0.9090762004275444
1994-01-01,2,2,3,1,1,0.7579990827938847
1994-01-01,2,2,5,0,2,0.0715495464880791
1994-01-01,2,2,4,0,1,0.5480863622300891
1994-01-01,2,2,6,1,1,0.5743243076689066
1994-01-01,2,2,6,0,2,0.8418954813299762
1994-01-01,2,2,6,0,2,0.1291303669405175
1994-01-01,2,2,4,1,2,0.7317611839369973
1994-01-01,2,2,3,1,2,0.0776213800575019
1994-01-01,2,2,4,1,2,0.8647973073597595
