date,ethnicity,sex,age,sensitive_0,feature_0,feature_1,feature_2,outcome,predicted_outcome
1994-01-01,2,2,3,0,1,0.5543832497177721,0.4651935735932428,1,1
1994-01-01,2,2,3,0,2,0.3889505741231446,0.8515892304628981,1,1
1994-01-01,2,2,3,0,1,0.925132489613986,0.5888959631259993,1,1
1994-01-01,2,2,3,1,2,0.8416699969127163,0.3728464827582514,1,0
1994-01-01,2,2,4,0,2,0.3573975666831762,0.1446774577986106,0,0
1994-01-01,2,2,3,1,2,0.0435914637990405,0.0690807100468691,0,1
1994-01-01,2,2,7,1,1,0.3047680734110974,0.9750025196504302,0,0
1994-01-01,2,2,4,0,2,0.398185681917981,0.0788299553692768,0,1
1994-01-01,2,2,5,1,2,0.7049588304513622,0.990449689334821,0,0
1994-01-01,2,2,2,1,2,0.9953584820340174,0.7022004366605337,0,1
1994-01-01,2,2,7,1,2,0.3559148657174595,0.6472435064187307,1,0
1994-01-01,2,2,3,0,1,0.7625478137854338,0.4775225258355292,1,1
1994-01-01,2,2,3,1,2,0.5931769165622212,0.949230377985564,0,1
1994-01-01,2,2,5,1,1,0.6917017987001771,0.572595017336229,1,0
1994-01-01,2,2,3,1,3,0.1511274523480802,0.4260186364845315,1,0
1994-01-01,2,2,2,0,2,0.3988762927261565,0.4650154371783724,1,1
1994-01-01,2,2,4,0,1,0.2408558977236244,0.8214873172722927,1,0
1994-01-01,2,2,5,0,1,0.3434560140483249,0.8752512964646018,0,0
1994-01-01,2,2,5,1,1,0.5131281541990022,0.604660409579446,0,0
1994-01-01,2,2,7,0,2,0.6666245501640716,0.0159366127606049,1,0
1994-01-01,2,2,3,0,1,0.1059084850568138,0.0850618024865723,1,0
1994-01-01,2,2,3,1,1,0.1308949506640807,0.9513578140381804,1,1
1994-01-01,2,2,5,1,1,0.321980606468308,0.5569969013349549,0,1
1994-01-01,2,2,2,1,1,0.6615643366662437,0.9642298679483088,0,1
1994-01-01,2,2,3,0,1,0.8465062252707221,0.5542201467012661,0,0
1994-01-01,2,2,3,1,1,0.5532573447967134,0.7949324881174106,0,0
1994-01-01,2,2,6,1,1,0.8544524875245048,0.659724523772825,0,1
1994-01-01,2,2,3,0,2,0.3848378112757611,0.6926546246618651,0,0
1994-01-01,2,2,3,0,1,0.3167878971183797,0.5411337071562832,0,0
1994-01-01,2,2,4,1,2,0.3542646755916785,0.7595160592253057,1,0
1994-01-01,2,2,6,1,1,0.171081829205099,0.4989186089952561,1,0
1994-01-01,2,2,5,0,1,0.8291126345018904,0.8039216790740369,1,0
1994-01-01,2,2,3,1,2,0.3386708459143266,0.2924783941735486,0,1
1994-01-01,2,2,2,1,2,0.5523700752940731,0.0439402843318281,0,1
1994-01-01,2,2,4,1,2,0.578551468108833,0.1534184452457644,1,1
1994-01-01,2,2,4,1,1,0.5215330593973323,0.3778411013151443,0,1
1994-01-01,2,2,5,1,1,0.0026880645743206,0.8816698718691409,0,1
1994-01-01,2,2,3,1,1,0.98834541928282,0.8785173633929206,0,1
1994-01-01,2,2,4,1,2,0.90534157566161,0.3463334815033515,1,1
1994-01-01,2,2,4,0,1,0.2076358611963245,0.4246937702549479,0,1
1994-01-01,2,2,3,1,1,0.2924894127924248,0.5487650119689514,0,0
1994-01-01,2,2,5,1,1,0.5200101530724834,0.6652066595989155,1,1
1994-01-01,2,2,2,1,2,0.9019113726606706,0.4390715206645684,0,1
1994-01-01,2,2,5,1,1,0.9836308849117232,0.7053806981114649,0,0
1994-01-01,2,2,4,0,2,0.2575420641540831,0.5218500788862269,1,1
1994-01-01,2,2,3,0,2,0.5643590429247817,0.1699166772156261,1,1
1994-01-01,2,2,5,0,1,0.8069686841371791,0.8429859345375742,1,1
1994-01-01,2,2,3,1,1,0.3943700539527748,0.405100914556881,1,0
1994-01-01,2,2,2,1,2,0.7310730358445571,0.1007789574358081,1,0
1994-01-01,2,2,3,0,2,0.1610690144292148,0.2302906921023041,1,0
1994-01-01,2,2,2,0,2,0.6006985678335899,0.4651250452467931,0,0
1994-01-01,2,2,4,1,1,0.8658644583032646,0.54460449477362,1,1
1994-01-01,2,2,6,1,1,0.9835216092035556,0.9019051716032372,1,1
1994-01-01,2,2,3,0,2,0.0793657903780157,0.332329790939357,0,1
1994-01-01,2,2,2,0,1,0.4283472747009492,0.8777458743265535,0,0
1994-01-01,2,2,4,0,2,0.2045428595464277,0.1363847708174188,1,1
1994-01-01,2,2,2,1,2,0.4506364905187348,0.1954346201844615,1,0
1994-01-01,2,2,4,0,1,0.547763572628854,0.183734237220374,1,0
1994-01-01,2,2,4,1,2,0.0933267103698207,0.5887596550513631,1,1
1994-01-01,2,2,5,1,1,0.2968607754806794,0.553079899300123,1,1
1994-01-01,2,2,7,0,1,0.9275842401521476,0.3116768311504853,0,0
1994-01-01,2,2,5,0,1,0.5690037314301953,0.790241901760555,0,1
1994-01-01,2,2,2,1,1,0.4574119975236119,0.5786341805642343,1,1
1994-01-01,2,2,3,0,1,0.7535259907981146,0.682807682338769,0,1
1994-01-01,2,2,6,1,1,0.7418621518420373,0.2735695078249381,1,1
1994-01-01,2,2,6,1,2,0.0485790328442687,0.5820690383855796,0,0
1994-01-01,2,2,4,1,3,0.708697395442746,0.8282973450731226,1,1
1994-01-01,2,2,4,1,1,0.8392433478050836,0.3878934737372697,1,1
1994-01-01,2,2,5,0,2,0.1659378842069538,0.8845677199242262,0,1
1994-01-01,2,2,4,1,2,0.7809979379999573,0.2522057568013605,0,1
1994-01-01,2,2,4,0,2,0.2865366167291019,0.9526677596532988,0,1
1994-01-01,2,2,5,1,1,0.3064697533295573,0.6549870315099938,0,1
1994-01-01,2,2,6,0,1,0.665261465349683,0.8722679028550206,1,0
1994-01-01,2,2,4,0,1,0.1113921716077157,0.3988940148570555,0,0
1994-01-01,2,2,4,1,2,0.6648724488032943,0.4149641048126525,1,0
1994-01-01,2,2,5,1,1,0.8878567926762226,0.5946025563143128,0,0
1994-01-01,2,2,5,0,2,0.6963112682354063,0.0352574256337802,1,0
1994-01-01,2,2,6,1,1,0.440327876665409,0.9571642090273684,0,1
1994-01-01,2,2,3,1,2,0.4382143843772247,0.8997154841888033,1,1
1994-01-01,2,2,3,1,1,0.7650960952393066,0.3494929031058084,1,0
1994-01-01,2,2,7,0,1,0.5656420012258828,0.3543925130916686,0,1
1994-01-01,2,2,3,1,3,0.0849041631918176,0.7490936330221013,1,1
1994-01-01,2,2,4,1,1,0.5826710878614046,0.3747680806569416,0,0
1994-01-01,2,2,4,1,2,0.8148437028934097,0.5093205781188398,0,0
1994-01-01,2,2,5,1,2,0.33706638344761,0.6647649520487471,1,1
1994-01-01,2,2,6,0,1,0.9275765795753896,0.4621698235968012,1,0
1994-01-01,2,2,3,0,2,0.7507170003431679,0.307480186639022,1,1
1994-01-01,2,2,7,1,2,0.5740638251499645,0.4992167624745317,0,1
1994-01-01,2,2,4,1,1,0.7516439887929184,0.4574730334866417,0,1
1994-01-01,2,2,6,0,2,0.0791489607382052,0.9046660447472592,0,0
1994-01-01,2,2,6,0,1,0.8593890756806114,0.7613157976814334,1,1
1994-01-01,2,2,7,1,3,0.8215041132005579,0.8619768252225144,0,0
1994-01-01,2,2,3,0,1,0.9098716596102088,0.9499062926919716,0,1
1994-01-01,2,2,5,0,1,0.12863119750938,0.9244176215767982,0,1
1994-01-01,2,2,3,0,2,0.0817800870939852,0.8648627970087339,0,0
1994-01-01,2,2,4,1,2,0.1384155727815897,0.0175333275751042,1,0
1994-01-01,2,2,3,0,2,0.3993787101028001,0.0966834137039246,0,0
1994-01-01,2,2,3,1,1,0.4243068610809919,0.6127609299616186,0,0
1994-01-01,2,2,3,1,1,0.5622183787309056,0.5140683020653782,1,1
1994-01-01,2,2,4,0,2,0.122243549632505,0.2419274771539107,1,0
1994-01-01,2,2,3,0,1,0.2013995013813708,0.2693120964697052,0,1
1994-01-01,2,2,4,0,1,0.8116443482840215,0.7558337961066405,1,1
1994-01-01,2,2,5,1,1,0.4679875740567494,0.7146264026824435,1,0
1994-01-01,2,2,5,0,1,0.8079382094836102,0.1540681708616615,0,0
1994-01-01,2,2,3,0,2,0.007426378544613,0.314970566615786,1,0
1994-01-01,2,2,4,1,2,0.5515927259824055,0.9913171126156088,0,1
1994-01-01,2,2,5,0,2,0.931932148076678,0.5644288284401198,0,0
1994-01-01,2,2,3,0,1,0.5821754591458701,0.5701849750574781,1,0
1994-01-01,2,2,2,1,2,0.2060957274452741,0.927286474060231,0,1
1994-01-01,2,2,2,0,1,0.7177575622795576,0.8342219910367232,1,1
1994-01-01,2,2,2,0,2,0.3789858496989177,0.6747627257897788,1,1
1994-01-01,2,2,3,1,1,0.6683839472594598,0.205939888146327,0,0
1994-01-01,2,2,2,0,1,0.0293197228937712,0.9380436770303324,0,0
1994-01-01,2,2,2,0,2,0.6359003593513561,0.6760448937886706,0,0
1994-01-01,2,2,2,0,2,0.032197934937924,0.0376611553700562,1,1
1994-01-01,2,2,2,0,1,0.744780655141766,0.4192526439186955,1,1
1994-01-01,2,2,5,1,1,0.4729130022384551,0.3212975239326423,1,0
1994-01-01,2,2,4,0,1,0.1217543554730536,0.7246648404606707,1,1
1994-01-01,2,2,5,1,3,0.542635925788506,0.7387545575755985,1,0
1994-01-01,2,2,4,1,2,0.0667744432250047,0.5439398415201011,1,0
1994-01-01,2,2,3,0,1,0.6533648713530407,0.9564892120930112,1,0
1994-01-01,2,2,2,0,2,0.9960863273678254,0.4957366664821095,0,0
1994-01-01,2,2,5,0,1,0.7693973370739623,0.3396458352050184,0,1
1994-01-01,2,2,3,1,1,0.5737741136588245,0.7350342112562819,1,1
1994-01-01,2,2,3,0,1,0.1026352592107958,0.298264974861808,0,1
1994-01-01,2,2,4,0,1,0.6998340747729147,0.2628725312269224,0,1
1994-01-01,2,2,6,0,2,0.6611678673279311,0.4692039228313485,0,1
1994-01-01,2,2,3,1,1,0.0490971306227763,0.6658822016034465,0,1
1994-01-01,2,2,5,0,2,0.7922993018445906,0.04771902786108,1,0
1994-01-01,2,2,2,0,2,0.5187165908905051,0.5622684162136191,1,1
1994-01-01,2,2,2,0,2,0.4258676941999191,0.057029062362659,0,0
1994-01-01,2,2,6,1,1,0.7881871736014655,0.9761513999855176,1,0
1994-01-01,2,2,6,0,1,0.4115692232088371,0.1783031935523935,0,1
1994-01-01,2,2,3,1,2,0.4810262755051535,0.9019299961538454,0,0
1994-01-01,2,2,5,1,1,0.1816288426738246,0.3074608985182756,0,1
1994-01-01,2,2,4,1,1,0.3213188995064286,0.1375060900949866,0,0
1994-01-01,2,2,5,1,1,0.8455329965625688,0.5921582431164576,1,1
1994-01-01,2,2,6,0,1,0.1869037489267153,0.8337477893701217,0,1
1994-01-01,2,2,3,1,1,0.4172910609033441,0.2183166259065628,1,1
1994-01-01,2,2,5,1,2,0.9890345073952994,0.8470014698037459,1,1
1994-01-01,2,2,5,1,2,0.2365998117055193,0.6984697073535201,0,1
1994-01-01,2,2,3,1,2,0.9168323329388288,0.8706473664557002,0,1
1994-01-01,2,2,4,0,1,0.918397467805633,0.5998732048601496,0,0
1994-01-01,2,2,4,0,2,0.0912963422032018,0.2144604486456892,0,0
1994-01-01,2,2,4,1,1,0.463652724885516,0.7059357325916743,0,0
1994-01-01,2,2,4,1,1,0.5022163353227871,0.2745307396815898,1,1
1994-01-01,2,2,2,1,2,0.3136689500521274,0.0924520151318344,1,0
1994-01-01,2,2,3,1,1,0.0473395372377369,0.4964604677160243,1,0
1994-01-01,2,2,4,1,2,0.2416856372453978,0.1688340052308428,1,0
1994-01-01,2,2,2,0,1,0.0955296415553609,0.677553748743596,0,0
1994-01-01,2,2,6,0,2,0.2382499057124117,0.2414084535667574,1,0
1994-01-01,2,2,2,1,1,0.8077910862901561,0.5628720161415691,0,0
1994-01-01,2,2,6,1,1,0.8949782878860116,0.2067501396829261,0,0
1994-01-01,2,2,6,1,1,0.0432228920796468,0.9180835164410016,1,0
1994-01-01,2,2,3,0,1,0.301946836262719,0.9053044870967812,0,1
1994-01-01,2,2,7,1,2,0.9805821985942876,0.7300938646466121,0,1
1994-01-01,2,2,3,0,2,0.5395048225537353,0.2812350434603407,1,1
1994-01-01,2,2,3,0,1,0.6263093617098563,0.2840844989600339,1,0
1994-01-01,2,2,7,0,1,0.0055454084069045,0.2696348635057308,1,1
1994-01-01,2,2,4,1,1,0.4849094434425592,0.3235571354500201,0,1
1994-01-01,2,2,3,1,2,0.9883285346223876,0.0423632661984725,1,1
1994-01-01,2,2,6,1,1,0.3751855274827981,0.580735508810186,1,1
1994-01-01,2,2,4,0,1,0.0970381586388612,0.5759595854704149,1,1
1994-01-01,2,2,5,1,2,0.4619087615684484,0.0988628933157165,0,1
1994-01-01,2,2,4,0,1,0.9630044659922582,0.556488745289867,0,1
1994-01-01,2,2,5,0,1,0.3418306135650164,0.2009527254588864,1,0
1994-01-01,2,2,2,1,1,0.7989227332150132,0.5758945740530208,1,1
1994-01-01,2,2,5,1,2,0.7988463312130619,0.5417033567603174,0,0
1994-01-01,2,2,5,1,1,0.2082482967389366,0.2590411749976795,0,0
1994-01-01,2,2,4,0,1,0.4433677018012117,0.2607566625319486,0,0
1994-01-01,2,2,3,1,1,0.7156012751543048,0.6227814473961023,0,0
1994-01-01,2,2,5,1,2,0.4105197854139278,0.4017756597611197,0,0
1994-01-01,2,2,3,0,2,0.1910069553704211,0.8923851319159017,1,1
1994-01-01,2,2,4,0,1,0.9674943068064183,0.9691551276369592,0,1
1994-01-01,2,2,6,0,2,0.6507503664762934,0.9813311184882828,0,1
1994-01-01,2,2,2,1,2,0.8654598515228994,0.1435953681103045,0,0
1994-01-01,2,2,5,0,1,0.0252423577996436,0.8534003735463759,1,0
1994-01-01,2,2,5,1,1,0.2669058147911347,0.1269464200308233,1,0
1994-01-01,2,2,3,1,1,0.5020711003267428,0.0435388295262875,1,0
1994-01-01,2,2,3,0,1,0.0674486351300517,0.0273476913108047,1,1
1994-01-01,2,2,3,0,2,0.9930332610947916,0.8740409048795503,1,1
1994-01-01,2,2,4,1,2,0.2364623961980289,0.0734662959509367,1,0
1994-01-01,2,2,3,1,3,0.374292182345448,0.57494295210413,1,1
1994-01-01,2,2,7,1,2,0.2140119149083462,0.5811051243414895,0,1
1994-01-01,2,2,6,1,1,0.1054458661054508,0.6995410437915692,1,0
1994-01-01,2,2,3,1,1,0.2324797856042357,0.4259405209174078,0,1
1994-01-01,2,2,4,0,1,0.3006101355032047,0.276199713387997,1,1
1994-01-01,2,2,2,1,2,0.6344422678994391,0.4691157666382148,1,1
1994-01-01,2,2,4,1,2,0.2812347814529085,0.5578380819287043,1,0
1994-01-01,2,2,4,1,2,0.3622767609765762,0.2987341024294498,1,1
1994-01-01,2,2,4,0,2,0.0059428437235298,0.2145113151645381,0,1
1994-01-01,2,2,4,1,1,0.3657191259273645,0.9865924134669488,0,1
1994-01-01,2,2,4,1,2,0.5338859816982946,0.6227387649555901,0,1
1994-01-01,2,2,7,0,1,0.1620158370505309,0.2897712035175849,0,0
1994-01-01,2,2,4,0,2,0.597433108360375,0.6466465479551265,0,1
1994-01-01,2,2,7,0,2,0.2931524686271793,0.5830972052258259,1,1
1994-01-01,2,2,7,1,2,0.6320504948017279,0.1560530722825297,1,0
1994-01-01,2,2,4,1,2,0.0261966052508437,0.3259878021059066,1,0
1994-01-01,2,2,2,0,1,0.8875934604677749,0.0059723385476599,0,0
1994-01-01,2,2,3,0,2,0.0161186304233739,0.7689938678109894,1,0
1994-01-01,2,2,7,1,2,0.1269580310359613,0.4418340684735217,0,1
1994-01-01,2,2,5,0,1,0.7771624615706022,0.0759146776763987,1,0
1994-01-01,2,2,3,0,2,0.0458952322021706,0.391876029331792,1,0
1994-01-01,2,2,3,0,2,0.71099869359551,0.0676173682307427,0,0
1994-01-01,2,2,4,1,2,0.9710461405101288,0.4403547440522717,0,1
1994-01-01,2,2,3,0,2,0.8716829331423073,0.8534040969961814,0,0
1994-01-01,2,2,4,1,1,0.7101616513206985,0.5157504780494812,1,0
1994-01-01,2,2,6,1,2,0.9585097430216668,0.0891749796763378,0,0
1994-01-01,2,2,3,1,2,0.4298133378865819,0.4919906875771923,1,0
1994-01-01,2,2,3,0,2,0.8728789143218073,0.1521321988256423,1,0
1994-01-01,2,2,3,1,2,0.3559576679736146,0.364185347628981,1,0
1994-01-01,2,2,5,1,1,0.9297636529038468,0.7547283426894384,0,0
1994-01-01,2,2,2,1,3,0.1487776562421036,0.8420548596657675,0,1
1994-01-01,2,2,4,0,2,0.9400290149282736,0.0590329663161878,0,0
1994-01-01,2,2,5,0,2,0.8327161972832127,0.4131770214456813,1,1
1994-01-01,2,2,4,0,1,0.8460548381964641,0.0959427049566606,1,1
1994-01-01,2,2,5,0,2,0.1239230099239443,0.4975134714515661,1,1
1994-01-01,2,2,4,1,2,0.596486898341737,0.6623939915343404,1,0
1994-01-01,2,2,6,0,1,0.0163924808759313,0.6336727290279551,0,1
1994-01-01,2,2,4,1,1,0.7211843660506068,0.21851894730079,0,0
1994-01-01,2,2,3,1,1,0.0077375141259039,0.7475901560477042,0,1
1994-01-01,2,2,4,1,1,0.0848222774452336,0.6024266461466865,1,1
1994-01-01,2,2,3,1,1,0.2254984104500236,0.173299574217944,0,1
1994-01-01,2,2,3,0,2,0.8751245338732246,0.5816243588149381,1,0
1994-01-01,2,2,4,1,1,0.3635763179876133,0.999199170513551,1,1
1994-01-01,2,2,4,1,2,0.5399599352125585,0.6155314391538833,1,1
1994-01-01,2,2,3,1,2,0.5681032138189784,0.4202547860531105,0,1
1994-01-01,2,2,3,1,3,0.2254633603059599,0.1995647200530546,1,0
1994-01-01,2,2,4,1,2,0.5721467679844612,0.3439601614304047,0,0
1994-01-01,2,2,7,1,2,0.6609517950296032,0.7313651347148099,1,1
1994-01-01,2,2,5,0,1,0.2982453933173294,0.1354946590431104,1,0
1994-01-01,2,2,4,0,1,0.4186268589800259,0.7491551177337347,0,0
1994-01-01,2,2,4,1,1,0.45308892454613,0.7698219888074683,0,1
1994-01-01,2,2,5,0,2,0.9323506615420816,0.575937420984014,1,0
1994-01-01,2,2,4,0,1,0.5874937474795024,0.0824256058588691,0,0
1994-01-01,2,2,4,1,1,0.9482523716181412,0.6601803371127902,1,0
1994-01-01,2,2,4,0,2,0.5560347537651469,0.6376951353493923,0,0
1994-01-01,2,2,7,1,2,0.5005614208491012,0.5275800305195105,1,1
1994-01-01,2,2,4,1,2,0.0035322109662483,0.810366552650811,1,0
1994-01-01,2,2,4,1,2,0.4808890438749621,0.1554448636040911,1,0
1994-01-01,2,2,5,1,1,0.9274549985626518,0.7212084098627,1,0
1994-01-01,2,2,4,1,2,0.1983656890267191,0.7151223129217472,1,0
1994-01-01,2,2,3,1,1,0.0520911343894988,0.6857732575670624,1,0
1994-01-01,2,2,4,0,2,0.4067788934738685,0.8735009987572023,0,1
1994-01-01,2,2,5,1,1,0.372396480594112,0.6276334615931025,0,1
1994-01-01,2,2,4,1,2,0.8571530578712436,0.658710810006731,0,1
1994-01-01,2,2,6,1,2,0.0266111155599595,0.8189180643470936,0,0
1994-01-01,2,2,4,0,2,0.9201492297590048,0.1805632571040278,0,1
1994-01-01,2,2,3,0,2,0.6809029989949564,0.1537665170648585,1,1
1994-01-01,2,2,4,0,1,0.9042259940642176,0.8128486384401328,1,0
1994-01-01,2,2,5,1,1,0.6075290708206388,0.5625887993377107,0,1
1994-01-01,2,2,4,1,2,0.8119533124361243,0.3597986189300156,1,1
1994-01-01,2,2,7,0,2,0.3355438735392861,0.1248235796284155,0,0
1994-01-01,2,2,6,1,1,0.3495662280275597,0.106497069594669,1,1
1994-01-01,2,2,4,0,1,0.3898742303282924,0.8050521257410592,0,0
1994-01-01,2,2,5,0,1,0.7547970815727832,0.0849039857535387,1,1
1994-01-01,2,2,4,1,2,0.3692911744286478,0.2520307085555902,0,0
1994-01-01,2,2,3,0,1,0.2422198064922672,0.1116709614118814,1,0
1994-01-01,2,2,3,1,2,0.9376683567905958,0.1267160454054776,0,0
1994-01-01,2,2,3,1,2,0.90801108366304,0.6353304594363194,1,0
1994-01-01,2,2,3,0,2,0.348797316086991,0.7783912527821866,1,1
1994-01-01,2,2,6,0,2,0.6346380702580473,0.5911151691257613,0,1
1994-01-01,2,2,3,0,1,0.2738422116530757,0.8384557942148196,1,0
1994-01-01,2,2,4,0,1,0.206115128713569,0.5626153818015357,0,1
1994-01-01,2,2,3,1,2,0.3363395289967944,0.6939409896335741,1,1
1994-01-01,2,2,5,1,1,0.3270998926155012,0.0028070051665993,1,0
1994-01-01,2,2,2,1,1,0.8822761011966163,0.7628956836921885,0,1
1994-01-01,2,2,5,1,1,0.8223038147237254,0.1767307309466639,0,0
1994-01-01,2,2,4,1,2,0.7096232285590979,0.3295041103817854,1,1
1994-01-01,2,2,4,0,1,0.9593452252588968,0.4950223297396097,1,0
1994-01-01,2,2,4,1,1,0.4225433531080581,0.0995865757923087,1,0
1994-01-01,2,2,5,0,2,0.2450330385556762,0.8009590886449646,0,0
1994-01-01,2,2,4,1,1,0.1173984371914892,0.831338643316433,0,0
1994-01-01,2,2,4,1,2,0.3010533582011998,0.1182832888724163,1,0
1994-01-01,2,2,4,1,2,0.1452637339704537,0.4871359767582111,0,1
1994-01-01,2,2,7,0,1,0.09218609736837,0.8590092334224,0,0
